timestamp,open,high,low,close,volume,Bitcoin_Specific,Geopolitics,Industry_Event,Macro_Economics,Politics,Regulation,MA50,MA200,Daily Return,return
2020-03-02,8530.3,8965.75,8498.0,8915.24,60401.32,0,0,0,0,0,0,9282.37,,4.49,0.04493265259239476
2020-03-03,8911.18,8919.65,8651.0,8760.07,55155.0,0,0,0,0,0,0,9295.37,,-1.74,-0.017405027795101446
2020-03-04,8760.07,8848.29,8660.0,8750.87,38696.48,0,0,0,0,0,0,9294.18,,-0.11,-0.0010502199183338723
2020-03-05,8750.99,9159.42,8746.54,9054.68,58201.87,0,0,0,0,0,0,9298.85,,3.47,0.034717690926730604
2020-03-06,9054.64,9170.0,8985.5,9131.88,43782.95,0,0,0,0,0,0,9307.09,,0.85,0.008525977726435263
2020-03-07,9130.89,9188.0,8835.0,8886.66,45422.2,0,0,0,0,0,0,9306.55,,-2.69,-0.026853178096952535
2020-03-08,8885.25,8886.76,8000.0,8033.31,77537.32,0,0,0,0,0,0,9288.9,,-9.6,-0.09602595350784204
2020-03-09,8034.76,8179.31,7632.01,7929.87,116968.86,0,0,0,0,0,0,9273.46,,-1.29,-0.012876385948008995
2020-03-10,7929.87,8149.0,7728.01,7894.56,86783.44,0,0,0,0,0,0,9258.51,,-0.45,-0.004452784219665551
2020-03-11,7894.57,7980.0,7590.0,7934.52,79942.41,0,0,0,1,0,0,9242.48,,0.51,0.005061713382379818
2020-03-12,7934.58,7966.17,4410.0,4800.0,261505.61,0,0,0,1,0,0,9164.83,,-39.5,-0.3950484717412017
2020-03-13,4800.01,5955.0,3782.13,5578.6,402201.67,0,0,0,0,0,0,9108.31,,16.22,0.1622083333333335
2020-03-14,5576.05,5640.52,5055.13,5172.06,136910.14,0,0,0,0,0,0,9042.97,,-7.29,-0.07287491485318898
2020-03-15,5172.48,5940.0,5093.1,5361.3,139916.15,0,0,0,0,0,0,8983.39,,3.66,0.03658890268094339
2020-03-16,5360.33,5365.42,4442.12,5028.97,227276.92,0,0,0,0,0,0,8911.67,,-6.2,-0.06198683155204898
2020-03-17,5028.86,5525.0,4921.45,5312.64,150089.93,0,0,0,0,0,0,8839.77,,5.64,0.05640717681751939
2020-03-18,5312.64,5436.17,5009.37,5393.04,137127.63,0,0,0,0,0,0,8760.15,,1.51,0.015133718829056564
2020-03-19,5393.26,6400.0,5252.53,6162.37,199020.87,0,0,0,0,0,0,8697.36,,14.27,0.14265238158812088
2020-03-20,6162.05,6900.0,5670.0,6208.36,219298.33,0,0,0,0,0,0,8631.26,,0.75,0.0074630377598228215
2020-03-21,6204.57,6456.98,5860.02,6186.98,128913.67,0,0,0,0,0,0,8567.95,,-0.34,-0.0034437435973430075
2020-03-22,6187.04,6407.87,5734.01,5816.19,119115.99,0,0,0,0,0,0,8496.58,,-5.99,-0.05993069316532462
2020-03-23,5816.05,6600.0,5688.0,6467.31,164674.22,0,0,0,0,0,0,8439.29,,11.19,0.11194957523739779
2020-03-24,6465.25,6833.0,6371.33,6744.72,151138.01,0,0,0,0,0,0,8388.34,,4.29,0.04289418630002273
2020-03-25,6744.69,6957.96,6450.0,6677.43,132155.73,0,0,0,0,0,0,8337.95,,-1.0,-0.009976692879763771
2020-03-26,6677.42,6780.0,6510.0,6737.36,83026.56,0,0,0,0,0,0,8280.46,,0.9,0.0089750098466026
2020-03-27,6737.27,6842.59,6261.0,6359.11,82914.97,0,0,0,0,0,0,8212.2,,-5.61,-0.05614216844580078
2020-03-28,6359.11,6360.0,6024.0,6236.65,93159.69,0,0,0,0,0,0,8140.66,,-1.93,-0.01925741180762719
2020-03-29,6236.65,6266.0,5866.56,5881.42,63311.63,0,0,0,0,0,0,8060.39,,-5.7,-0.05695846327756082
2020-03-30,5880.5,6599.0,5857.76,6394.38,118889.55,0,0,0,0,0,0,7985.24,,8.72,0.0872170326213737
2020-03-31,6394.45,6523.23,6321.4,6410.44,72337.6,0,0,0,0,0,0,7916.41,,0.25,0.002511580481610265
2020-04-01,6412.14,6679.94,6150.11,6642.92,97500.75,0,0,0,0,0,0,7844.81,,3.63,0.03626584134630395
2020-04-02,6643.36,7198.0,6551.0,6794.09,149299.91,0,0,0,0,0,0,7774.16,,2.28,0.022756558862668808
2020-04-03,6793.86,7048.0,6602.1,6734.1,104080.28,0,0,0,0,0,0,7704.25,,-0.88,-0.008829732900211718
2020-04-04,6732.97,6990.41,6650.01,6856.99,72990.86,0,0,0,0,0,0,7634.5,,1.82,0.018248912252565308
2020-04-05,6857.41,6895.54,6677.52,6772.78,49685.36,0,0,0,0,0,0,7571.86,,-1.23,-0.012280898761701575
2020-04-06,6772.78,7355.14,6765.0,7329.9,118052.0,0,0,0,0,0,0,7520.12,,8.23,0.08225868845584827
2020-04-07,7329.9,7459.69,7077.0,7197.32,103585.17,0,0,0,0,0,0,7469.94,,-1.81,-0.018087559175432144
2020-04-08,7197.32,7420.0,7150.0,7361.28,76059.15,0,0,0,0,0,0,7413.87,,2.28,0.022780701705634954
2020-04-09,7360.26,7371.92,7108.08,7283.54,61094.87,0,0,0,0,0,0,7367.67,,-1.06,-0.010560663362893408
2020-04-10,7283.54,7295.75,6739.98,6858.92,104674.62,0,0,0,0,0,0,7312.92,,-5.83,-0.05829857459422205
2020-04-11,6858.92,6944.3,6760.0,6876.83,45470.29,0,0,0,0,0,0,7256.92,,0.26,0.0026111982644496656
2020-04-12,6876.84,7177.0,6780.0,6903.79,73868.67,0,0,0,0,0,0,7201.97,,0.39,0.003920411003325741
2020-04-13,6903.79,6903.79,6575.0,6837.91,96415.48,0,0,0,0,0,0,7140.0,,-0.95,-0.00954258458035373
2020-04-14,6838.04,6978.0,6754.28,6868.7,69068.62,0,0,0,0,0,0,7084.26,,0.45,0.0045028378554266
2020-04-15,6868.57,6933.0,6605.0,6621.24,61571.38,0,0,0,0,0,0,7030.36,,-3.6,-0.03602719583036096
2020-04-16,6621.25,7190.0,6468.27,7101.94,125009.86,0,0,0,0,0,0,6996.7,,7.26,0.07259969431707658
2020-04-17,7101.99,7148.12,6972.98,7027.55,54126.51,0,0,0,0,0,0,6960.78,,-1.05,-0.010474602714187875
2020-04-18,7026.78,7293.08,7014.4,7248.6,49488.54,0,0,0,0,0,0,6931.9,,3.15,0.03145477442351896
2020-04-19,7248.6,7266.15,7055.6,7120.74,45664.86,0,0,0,0,0,0,6903.84,,-1.76,-0.01763926827249407
2020-04-20,7121.4,7220.0,6751.0,6826.83,90149.49,0,0,0,0,0,0,6869.74,,-4.13,-0.04127520454334799
2020-04-21,6828.98,6940.0,6762.0,6841.37,60109.71,0,0,0,0,0,0,6828.26,,0.21,0.002129831854609021
2020-04-22,6841.36,7156.38,6818.0,7125.14,61486.38,0,0,0,0,0,0,6795.56,,4.15,0.04147853427018289
2020-04-23,7125.12,7738.0,7020.0,7482.39,102773.57,0,0,0,0,0,0,6770.19,,5.01,0.050139365682639214
2020-04-24,7483.96,7615.96,7388.0,7505.0,60182.12,0,0,0,0,0,0,6739.2,,0.3,0.0030217617632868343
2020-04-25,7505.0,7705.0,7431.07,7538.67,43874.43,0,0,0,0,0,0,6707.34,,0.45,0.004486342438374535
2020-04-26,7539.03,7700.0,7480.0,7693.1,50522.62,0,0,0,0,0,0,6683.46,,2.05,0.020485045770673116
2020-04-27,7693.1,7792.02,7606.0,7774.62,65441.34,0,0,0,0,0,0,6678.29,,1.06,0.010596508559618245
2020-04-28,7773.51,7780.0,7659.12,7738.98,46302.75,0,0,0,0,0,0,6674.47,,-0.46,-0.004584146877918194
2020-04-29,7738.58,8952.89,7710.05,8778.57,183546.89,0,0,0,0,0,0,6692.15,,13.43,0.13433165610971987
2020-04-30,8778.58,9460.0,8401.0,8620.0,206277.21,0,0,0,0,0,0,6705.86,,-1.81,-0.018063306438292348
2020-05-01,8620.0,9059.18,8613.56,8826.96,91468.82,0,0,0,0,0,0,6786.4,,2.4,0.024009280742459227
2020-05-02,8825.67,9010.0,8753.0,8972.05,59002.09,0,0,0,0,0,0,6854.27,,1.64,0.016437142572301333
2020-05-03,8972.58,9200.0,8712.0,8894.16,90126.07,0,0,0,0,0,0,6928.71,,-0.87,-0.008681405030065537
2020-05-04,8894.15,8950.0,8522.0,8871.96,84418.51,0,0,0,0,0,0,6998.93,,-0.25,-0.0024960198602229644
2020-05-05,8871.92,9118.58,8760.0,9021.83,76480.77,0,0,0,0,0,0,7078.78,,1.69,0.016892546855486357
2020-05-06,9021.36,9395.0,8906.21,9142.92,105925.3,0,0,0,0,0,0,7155.39,,1.34,0.013421888907239499
2020-05-07,9143.4,10067.0,9021.0,9986.4,147154.61,0,0,0,0,0,0,7247.26,,9.23,0.09225499074693855
2020-05-08,9986.3,10035.96,9705.0,9800.01,100683.8,0,0,0,0,0,0,7320.01,,-1.87,-0.018664383561643794
2020-05-09,9800.02,9914.25,9520.0,9539.4,81950.68,0,0,0,0,0,0,7386.63,,-2.66,-0.02659283000731638
2020-05-10,9539.1,9574.83,8117.0,8722.77,183865.18,0,0,0,0,0,0,7437.35,,-8.56,-0.0856060129567896
2020-05-11,8722.77,9168.0,8200.0,8561.52,168807.25,1,0,0,0,0,0,7492.25,,-1.85,-0.018486100172307673
2020-05-12,8562.04,8978.26,8528.78,8810.79,86522.78,0,0,0,0,0,0,7539.12,,2.91,0.029115157121632596
2020-05-13,8810.99,9398.0,8792.99,9309.37,92466.27,0,0,0,0,0,0,7590.41,,5.66,0.0565874342709336
2020-05-14,9309.35,9939.0,9256.76,9791.98,129565.38,0,0,0,0,0,0,7652.71,,5.18,0.051841316866769516
2020-05-15,9791.97,9845.62,9150.0,9316.42,115890.76,0,0,0,0,0,0,7704.29,,-4.86,-0.048566275666412695
2020-05-16,9315.96,9588.0,9220.0,9381.27,59587.63,0,0,0,0,0,0,7764.73,,0.7,0.006960828300999866
2020-05-17,9380.81,9888.0,9322.1,9680.04,68647.76,0,0,0,0,0,0,7833.6,,3.18,0.031847500391738004
2020-05-18,9681.11,9950.0,9464.23,9733.93,82006.6,0,0,0,0,0,0,7910.65,,0.56,0.005567125755678637
2020-05-19,9733.93,9897.21,9474.0,9775.53,78539.76,0,0,0,0,0,0,7978.27,,0.43,0.00427371061842452
2020-05-20,9775.13,9842.0,9326.0,9511.43,74923.74,0,0,0,0,0,0,8040.29,,-2.7,-0.027016437983413688
2020-05-21,9511.43,9578.47,8815.0,9068.65,108928.78,0,0,0,0,0,0,8088.81,,-4.66,-0.04655241115163555
2020-05-22,9067.51,9271.0,8933.52,9170.0,58943.13,0,0,0,0,0,0,8136.32,,1.12,0.011175864103256883
2020-05-23,9170.0,9307.85,9070.0,9179.15,43526.3,0,0,0,0,0,0,8185.22,,0.1,0.000997818974918241
2020-05-24,9179.01,9298.0,8700.0,8720.34,70379.87,0,0,0,0,0,0,8222.49,,-5.0,-0.04998393097400078
2020-05-25,8718.14,8979.66,8642.72,8900.35,62833.91,0,0,0,0,0,0,8265.04,,2.06,0.020642543754027853
2020-05-26,8900.35,9017.67,8700.0,8841.18,58299.77,0,0,0,0,0,0,8295.27,,-0.66,-0.006648053166448564
2020-05-27,8841.0,9225.0,8811.73,9204.07,68910.36,0,0,0,0,0,0,8335.4,,4.1,0.04104542606303685
2020-05-28,9204.07,9625.47,9110.0,9575.89,74110.79,0,0,0,0,0,0,8379.7,,4.04,0.04039734595673439
2020-05-29,9575.87,9605.26,9330.0,9427.07,57374.36,0,0,0,0,0,0,8422.57,,-1.55,-0.015541114194085326
2020-05-30,9426.6,9740.0,9331.23,9697.72,55665.27,0,0,0,0,0,0,8479.34,,2.87,0.02870987486037535
2020-05-31,9697.72,9700.0,9381.41,9448.27,48333.79,0,0,0,0,0,0,8530.77,,-2.57,-0.025722540968392438
2020-06-01,9448.27,10380.0,9421.67,10200.77,76649.13,0,0,0,0,0,0,8596.71,,7.96,0.07964420999823241
2020-06-02,10202.71,10228.99,9266.0,9518.04,108970.77,0,0,0,0,0,0,8650.31,,-6.69,-0.06692926122243703
2020-06-03,9518.02,9690.0,9365.21,9666.24,46252.64,0,0,0,0,0,0,8706.26,,1.56,0.015570432568049686
2020-06-04,9666.32,9881.63,9450.0,9789.06,57456.1,0,0,0,0,0,0,8769.62,,1.27,0.01270607806137658
2020-06-05,9788.14,9854.75,9581.0,9621.16,47788.05,0,0,0,0,0,0,8820.01,,-1.72,-0.01715180007069117
2020-06-06,9621.17,9735.0,9531.05,9666.3,32752.95,0,0,0,0,0,0,8872.78,,0.47,0.004691741952113748
2020-06-07,9666.85,9802.0,9372.46,9746.99,57952.85,0,0,0,0,0,0,8922.75,,0.83,0.00834755801082121
2020-06-08,9746.99,9800.0,9633.0,9782.01,40664.66,0,0,0,0,0,0,8975.97,,0.36,0.0035929040657680655
2020-06-09,9782.0,9877.0,9570.0,9772.43,46024.0,0,0,0,0,0,0,9034.89,,-0.1,-0.0009793488250369187
2020-06-10,9772.44,9992.72,9704.18,9885.0,47130.76,0,0,0,0,0,0,9095.76,,1.15,0.011519141093873309
2020-06-11,9885.22,9964.0,9113.0,9280.4,94418.98,0,0,0,0,0,0,9138.86,,-6.12,-0.061163378856853856
2020-06-12,9278.88,9557.12,9232.51,9465.13,50119.07,0,0,0,0,0,0,9178.52,,1.99,0.019905392008965128
2020-06-13,9464.96,9494.73,9351.0,9473.34,27759.78,0,0,0,0,0,0,9217.88,,0.09,0.0008673943199934975
2020-06-14,9473.34,9480.99,9245.0,9342.1,30055.51,0,0,0,0,0,0,9253.95,,-1.39,-0.013853614459103047
2020-06-15,9342.1,9495.0,8910.45,9426.02,86107.92,0,0,0,0,0,0,9288.61,,0.9,0.008982990976333038
2020-06-16,9426.05,9589.0,9373.09,9525.59,52052.45,0,0,0,0,0,0,9323.63,,1.06,0.010563313041983768
2020-06-17,9526.97,9565.0,9236.61,9465.14,48046.41,0,0,0,0,0,0,9358.15,,-0.63,-0.006346063603409391
2020-06-18,9465.13,9489.0,9280.0,9386.32,37381.95,0,0,0,0,0,0,9370.31,,-0.83,-0.00832739927777082
2020-06-19,9386.32,9438.3,9215.79,9310.23,45330.98,0,0,0,0,0,0,9384.11,,-0.81,-0.008106478364257819
2020-06-20,9310.23,9395.0,9170.95,9358.95,30329.07,0,0,0,0,0,0,9394.75,,0.52,0.005232953428647935
2020-06-21,9358.95,9422.0,9281.54,9294.69,24316.93,0,0,0,0,0,0,9401.21,,-0.69,-0.006866154857115392
2020-06-22,9294.69,9780.0,9277.09,9685.69,57895.47,0,0,0,0,0,0,9417.04,,4.21,0.04206702966962861
2020-06-23,9685.69,9720.0,9577.03,9624.89,41031.03,0,0,0,0,0,0,9432.1,,-0.63,-0.006277301875240782
2020-06-24,9624.33,9670.0,9208.0,9296.49,61571.56,0,0,0,0,0,0,9437.59,,-3.41,-0.03411987046085718
2020-06-25,9298.33,9340.0,9009.69,9249.49,55831.62,0,0,0,0,0,0,9439.72,,-0.51,-0.005055671549154539
2020-06-26,9249.49,9298.0,9045.45,9162.21,50292.3,0,0,0,0,0,0,9423.24,,-0.94,-0.009436195941614156
2020-06-27,9162.21,9196.24,8833.0,9012.0,46290.93,0,0,0,0,0,0,9407.48,,-1.64,-0.01639451617022525
2020-06-28,9012.0,9191.0,8948.06,9116.35,30688.18,0,0,0,0,0,0,9399.02,,1.16,0.011579005770084416
2020-06-29,9116.16,9238.0,9024.67,9192.56,42120.29,0,0,0,0,0,0,9408.41,,0.84,0.008359705364537229
2020-06-30,9192.93,9205.0,9064.89,9138.55,31463.16,0,0,0,0,0,0,9419.95,,-0.59,-0.005875403587248806
2020-07-01,9138.08,9292.0,9080.1,9232.0,38488.53,0,0,0,0,0,0,9428.38,,1.02,0.010225911112813346
2020-07-02,9231.99,9261.96,8940.0,9086.54,45725.17,0,0,0,0,0,0,9423.92,,-1.58,-0.01575606585788547
2020-07-03,9086.54,9125.0,9037.47,9058.26,28943.42,0,0,0,0,0,0,9409.25,,-0.31,-0.0031122957693467956
2020-07-04,9057.79,9190.0,9040.04,9135.46,26441.97,0,0,0,0,0,0,9405.63,,0.85,0.00852260809471117
2020-07-05,9135.0,9145.24,8893.03,9069.41,34073.65,0,0,0,0,0,0,9399.39,,-0.72,-0.007230068327155892
2020-07-06,9069.41,9375.0,9055.92,9344.2,54463.13,0,0,0,0,0,0,9392.67,,3.03,0.03029855304810347
2020-07-07,9342.47,9379.42,9203.0,9257.39,34587.34,0,0,0,0,0,0,9383.14,,-0.93,-0.009290254917489027
2020-07-08,9257.4,9470.0,9231.0,9436.06,56140.52,0,0,0,0,0,0,9376.35,,1.93,0.019300256335749166
2020-07-09,9436.06,9440.79,9160.0,9232.43,48044.45,0,0,0,0,0,0,9370.77,,-2.16,-0.021579981475319032
2020-07-10,9232.42,9317.48,9125.0,9288.34,38295.49,0,0,0,0,0,0,9375.17,,0.61,0.006055827122436908
2020-07-11,9288.34,9299.28,9178.25,9234.03,22561.37,0,0,0,0,0,0,9376.45,,-0.58,-0.00584711584631914
2020-07-12,9234.02,9345.0,9157.5,9302.75,30872.7,0,0,0,0,0,0,9378.92,,0.74,0.007442037766825393
2020-07-13,9303.31,9343.82,9200.89,9242.62,42740.07,0,0,0,0,0,0,9389.36,,-0.65,-0.006463680094595636
2020-07-14,9242.61,9279.54,9113.0,9255.85,45772.55,0,0,0,0,0,0,9396.47,,0.14,0.0014314123051688554
2020-07-15,9255.85,9276.49,9160.57,9197.6,39053.58,0,0,0,0,0,0,9403.6,,-0.63,-0.006293317199392856
2020-07-16,9197.6,9226.15,9047.25,9133.72,43375.57,0,0,0,0,0,0,9402.2,,-0.69,-0.006945290075672017
2020-07-17,9133.72,9186.83,9089.81,9154.32,28054.36,0,0,0,0,0,0,9393.76,,0.23,0.0022553789693575688
2020-07-18,9154.31,9219.3,9121.1,9170.28,22554.54,0,0,0,0,0,0,9388.63,8526.8,0.17,0.0017434391631492296
2020-07-19,9170.3,9232.27,9101.35,9208.99,26052.02,0,0,0,0,0,0,9378.85,8536.84,0.42,0.00422124515281963
2020-07-20,9208.99,9221.52,9131.0,9160.78,35458.76,0,0,0,0,0,0,9373.1,8547.82,-0.52,-0.005235101786406404
2020-07-21,9160.78,9437.73,9152.8,9390.0,60413.58,0,0,0,0,0,0,9356.89,8558.04,2.5,0.02502188678256645
2020-07-22,9390.0,9544.0,9261.0,9518.16,48815.0,0,0,0,0,0,1,9356.89,8568.86,1.36,0.013648562300319522
2020-07-23,9518.16,9664.0,9440.33,9603.27,51856.23,0,0,0,0,0,0,9355.63,8580.09,0.89,0.00894185430797556
2020-07-24,9603.27,9637.0,9463.44,9537.8,43931.14,0,0,0,0,0,0,9350.61,8588.98,-0.68,-0.006817469466129933
2020-07-25,9538.1,9732.9,9513.0,9700.42,40679.55,0,0,0,0,0,0,9352.19,8596.76,1.71,0.01705005347145061
2020-07-26,9700.42,10111.0,9650.0,9931.54,65279.27,0,0,0,0,0,0,9357.5,8606.14,2.38,0.023825772492325203
2020-07-27,9931.54,11394.86,9917.21,11029.96,150188.93,0,0,0,0,0,0,9383.16,8622.2,11.06,0.11059916186210783
2020-07-28,11029.96,11242.23,10565.0,10906.27,97267.73,0,0,0,0,0,0,9405.64,8635.75,-1.12,-0.011214002589311156
2020-07-29,10906.27,11342.82,10812.0,11100.53,76838.09,0,0,0,0,0,0,9432.2,8651.15,1.78,0.017811772494170874
2020-07-30,11100.52,11170.0,10831.0,11099.61,60794.83,0,0,0,0,0,0,9456.49,8665.72,-0.01,-8.287892560088217e-05
2020-07-31,11099.79,11444.0,10960.0,11335.46,70063.66,0,0,0,0,0,0,9497.6,8681.85,2.12,0.021248494316466804
2020-08-01,11335.46,11861.0,11220.0,11801.17,85087.49,0,0,0,0,0,0,9544.32,8696.8,4.11,0.04108434946618855
2020-08-02,11801.17,12123.46,10518.5,11071.35,97553.08,0,0,0,0,0,0,9576.28,8708.05,-6.18,-0.06184302064964742
2020-08-03,11071.36,11473.0,10936.0,11219.81,56931.84,0,0,0,0,0,0,9613.83,8720.55,1.34,0.013409385485961378
2020-08-04,11219.68,11414.98,11000.0,11191.97,58629.11,0,0,0,0,0,0,9649.15,8731.94,-0.25,-0.0024813254413399433
2020-08-05,11191.99,11780.93,11093.0,11744.91,74970.26,0,0,0,0,0,0,9693.54,8746.09,4.94,0.04940506452393989
